bank_name,branch_name,location,review,rating,date,sentiment_label,dominant_topic
Banque Populaire,"Banque Populaire - X526+8WR, Rue Bani Meskin, Rabat","X526+8WR, Rue Bani Meskin, Rabat",good,4,2023-02-12T10:31:18.298001Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - 258C+WGX, Av. Chellah, Rabat","258C+WGX, Av. Chellah, Rabat","This is the worst branch located at  62 avenue patrice lumumba, Rabat. they do not know  what is customer service and how to treat people. and because of the experience I received I will be moving my money somewhere else that values customers. First I was questioned about the signature i do not mind but the way they asked that ticked me off. then t the representative pulled money out of her purse to complete the amount i was getting. Then there is a charge of pulling money from your account  using a check in a different branch. so I was ok with the fee but when I asked for a receipt for the fee they refuse to provide one  and the refusal was from  rep and the branch manager.",1,2017-08-20T09:03:27.253Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 258C+WGX, Av. Chellah, Rabat","258C+WGX, Av. Chellah, Rabat","Cery bad servicei don’t recommend this location to any body the women working only speak with me from security phone
She don’t have time to her job",1,2023-06-23T12:54:38.334621Z,negative,Ouverture de compte en agence
Banque Populaire,"Banque Populaire - 258C+WGX, Av. Chellah, Rabat","258C+WGX, Av. Chellah, Rabat","BP services leave something to be desired…
Nonchalance at all levels…
You recruit young people who have no desire to work or who are demotivated... Look for the ERROR...
A simple example: I have been requesting the transfer of an account for 8 months. NOTHING IS DONE…",1,2024-05-02T11:36:53.346907Z,positive,Ouverture de compte en agence
Banque Populaire,"Banque Populaire - 258C+WGX, Av. Chellah, Rabat","258C+WGX, Av. Chellah, Rabat","When your hand slaps you, you don't need to cry
Banks do not provide free services,The banker only treats you with respect at the first meeting, but when you fall into the trap, you become just a number So a parasitic person.
""O you who believe, Fear Allah and eliminate what remains of usury if you are believers.
صدق الله العظيم",1,2024-01-19T12:54:20.738025Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 258C+WGX, Av. Chellah, Rabat","258C+WGX, Av. Chellah, Rabat","You have a dismal service for individuals.
I returned with my identity card, my passport expired and no one wanted to give me money.
I've never seen that, there's nothing more official than a passport.",1,2023-08-09T14:44:23.620872Z,negative,Opérations bancaires et accès aux services
CIH Bank,"CIH Bank - av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad","av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad",Good quick service. People respect their client and deal with you nicelly.,5,2024-09-23T12:01:52.987203Z,positive,Avis positifs et satisfaction client
CIH Bank,"CIH Bank - av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad","av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad",Very long wait due to staff taking 2 hours for lunch.,1,2024-10-15T12:50:25.751805Z,neutral,Service client négatif
CIH Bank,"CIH Bank - av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad","av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad","Worst service in the world also
Please don’t trust this bank",1,2024-11-11T13:37:28.581573Z,negative,Service client négatif
CIH Bank,"CIH Bank - av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad","av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad","service is very fast, but you need to wait for a long time untill your turn",3,2023-10-12T08:23:48.543371Z,neutral,Temps d'attente et expérience générale
CIH Bank,"CIH Bank - av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad","av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad",Slow service you have to wait for a loong time and the system is always down for some reason,1,2024-01-28T00:37:51.606824Z,neutral,Service client négatif
Banque Populaire,"Banque Populaire - 2592+R5R, Pl. de Russie, Rabat","2592+R5R, Pl. de Russie, Rabat",Good service,5,2023-02-22T14:53:25.493860Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - 2592+R5R, Pl. de Russie, Rabat","2592+R5R, Pl. de Russie, Rabat",Service nulllll,1,2022-09-22T11:37:02.698950Z,neutral,Service client négatif
Banque Populaire,"Banque Populaire - 2592+R5R, Pl. de Russie, Rabat","2592+R5R, Pl. de Russie, Rabat","I have been waiting for an account transfer from Rabat Océan to Ouarzazate for more than 2 years. This agency does not know how to manage this type of operation, despite reminders made on site.",1,2024-06-29T10:58:27.495620Z,neutral,Ouverture de compte en agence
Banque Populaire,"Banque Populaire - 2592+R5R, Pl. de Russie, Rabat","2592+R5R, Pl. de Russie, Rabat",Very good service,5,2021-04-07T12:56:41.542309Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - 2592+R5R, Pl. de Russie, Rabat","2592+R5R, Pl. de Russie, Rabat",bad,1,2019-07-24T09:04:26.934141Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 47 Ave Mohammed VI, Tangier","47 Ave Mohammed VI, Tangier",bad,1,2024-09-21T02:36:52.026983Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 47 Ave Mohammed VI, Tangier","47 Ave Mohammed VI, Tangier",good,5,2022-10-18T10:27:43.017975Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - 47 Ave Mohammed VI, Tangier","47 Ave Mohammed VI, Tangier",good,5,2022-04-13T19:37:32.600937Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - 47 Ave Mohammed VI, Tangier","47 Ave Mohammed VI, Tangier",bad,1,2020-08-03T11:13:37.421366Z,negative,Service client négatif
Cash Plus,"Cash Plus - N 429, LOT, Rte de Tanger, Sidi Kacem","N 429, LOT, Rte de Tanger, Sidi Kacem",good,5,2023-11-26T16:43:17.656498Z,positive,Avis positifs et satisfaction client
Cash Plus,"Cash Plus - N 429, LOT, Rte de Tanger, Sidi Kacem","N 429, LOT, Rte de Tanger, Sidi Kacem",good,5,2022-07-28T05:59:26.373686Z,positive,Avis positifs et satisfaction client
Damane Cash,"Damane Cash - 66 bis, Sidi Kacem","66 bis, Sidi Kacem",good,5,2023-05-17T19:56:50.754565Z,positive,Avis positifs et satisfaction client
Moneygram,"Moneygram - 1Er Etage, Sidi Kacem","1Er Etage, Sidi Kacem","You have the right to exist, but dissociate yourself from the Zaouia and the Mausoleum of Sidi Kacem Bouassria, it is a holy place, while you exercise a secular activity.",1,2024-08-17T20:18:39.325030Z,neutral,Service client négatif
Moneygram,"Moneygram - 1Er Etage, Sidi Kacem","1Er Etage, Sidi Kacem",corner,5,2018-06-17T23:54:25.351Z,neutral,Temps d'attente et expérience générale
Moneygram,"Moneygram - 1Er Etage, Sidi Kacem","1Er Etage, Sidi Kacem",bad,1,2024-02-25T13:38:40.116140Z,negative,Service client négatif
Moneygram,"Moneygram - 1Er Etage, Sidi Kacem","1Er Etage, Sidi Kacem",good,5,2017-02-16T19:15:50.979Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - 6GW3+6MW, Av. Mohamed VI, El Jadida","6GW3+6MW, Av. Mohamed VI, El Jadida","very nice staff. but they never answer the phone, if i want to check something, i'd love to check it over the phone first, instead of traveling 6 Km to the agency.",2,2020-07-06T12:15:38.500251Z,positive,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - 6GW3+6MW, Av. Mohamed VI, El Jadida","6GW3+6MW, Av. Mohamed VI, El Jadida",It's been 10 months since I changed my phone number since then I can no longer buy online because the security code is sent to my old number and it's been 8 times that I go to the agency and I am told that I have to call Casablanca at the headquarters I do it every month and I am told that they will call me back and nothing. I went to see the manager and he told me that he couldn't do anything and that if I wanted to change banks he wouldn't mind.,1,2024-09-10T07:22:30.016218Z,positive,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - 6GW3+6MW, Av. Mohamed VI, El Jadida","6GW3+6MW, Av. Mohamed VI, El Jadida","Please strengthen and organize the BP service in Khaldoun. Given the lack of staff, it takes 2 to 3 hours to pay in or withdraw.",5,2024-08-26T11:54:05.815980Z,positive,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - 6GW3+6MW, Av. Mohamed VI, El Jadida","6GW3+6MW, Av. Mohamed VI, El Jadida",Very lousy service.. very lousy agency and never answer the phone,1,2024-10-09T14:10:45.884129Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 6GW3+6MW, Av. Mohamed VI, El Jadida","6GW3+6MW, Av. Mohamed VI, El Jadida",One hour to withdraw money send via ria madame is busy she pretends to work,1,2024-08-13T13:19:45.160185Z,negative,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - 77, quartier Essalam, El Jadida","77, quartier Essalam, El Jadida",05/26/20. Bad welcome and especially the manager. Lack of professionalism,1,2020-05-30T00:00:29.527899Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 77, quartier Essalam, El Jadida","77, quartier Essalam, El Jadida",Joyful resenable helpful,5,2019-09-24T21:06:28.103974Z,positive,Temps d'attente et expérience générale
Banque Populaire,"Banque Populaire - 77, quartier Essalam, El Jadida","77, quartier Essalam, El Jadida",neutral,3,2024-04-18T14:28:25.637041Z,neutral,Temps d'attente et expérience générale
Banque Populaire,"Banque Populaire - 77, quartier Essalam, El Jadida","77, quartier Essalam, El Jadida",good,5,2023-04-12T10:17:13.017986Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - 77, quartier Essalam, El Jadida","77, quartier Essalam, El Jadida",bad,2,2021-08-26T10:50:31.935971Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 7F2W+WH2, Av. Hassan II, El Jadida","7F2W+WH2, Av. Hassan II, El Jadida","But what a disaster this agency is!!!! No respect for the customer, very contemptuous staff towards customers. Some of them are busy playing with their phones before taking care of you. Worse, they all take their lunch break at the same time, leaving us to die of waiting. Can you teach your staff courtesy and respect and that they have a job thanks to the customers!!!",1,2024-09-29T10:17:50.292104Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 7F2W+WH2, Av. Hassan II, El Jadida","7F2W+WH2, Av. Hassan II, El Jadida","This agency offers the worst service I have ever experienced. They clearly don't have enough employees to take care of all their customers, and everything is moving extremely slowly. When you need help, there is no one to talk to. Very frustrating and unprofessional!",1,2024-09-06T11:36:05.174421Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 7F2W+WH2, Av. Hassan II, El Jadida","7F2W+WH2, Av. Hassan II, El Jadida","I have been using this bank branch for some time, and I can't help but share my experience regarding the ATM. Unfortunately, it's located at an awkward height, meaning customers literally have to bend over to make their withdrawals. This can be particularly bothersome for the elderly or those with limited mobility.

I think the bank should seriously consider reviewing the height of this ATM to ensure the convenience of all its customers. Access to banking services should be as simple and accessible as possible. I hope there are improvements to this dispenser in the future.",3,2023-10-25T11:17:12.795376Z,negative,Opérations bancaires et accès aux services
Banque Populaire,"Banque Populaire - 7F2W+WH2, Av. Hassan II, El Jadida","7F2W+WH2, Av. Hassan II, El Jadida",Agency of the People's Bank Sayed Al-Dawi,4,2018-03-17T19:11:28.856Z,neutral,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - 7F2W+WH2, Av. Hassan II, El Jadida","7F2W+WH2, Av. Hassan II, El Jadida",good,5,2023-04-28T12:23:56.916142Z,positive,Avis positifs et satisfaction client
Umnia Bank,"Umnia Bank - Av. Mohamed VI, El Jadida","Av. Mohamed VI, El Jadida","I am extremely disappointed with my experience with Umnia Bank. Here are the major problems I encountered:

Account opening: Opening my account at the El Jadida agency was slow and poorly managed. Despite a long wait with few customers in front of me, the process took a long time. Additionally, obtaining a copy of the contract proved complicated and unpleasant.

Inactive ecard: My ecard has remained inactive for more than two months despite my four visits to the agency. Repeated excuses such as system issues or staff absences never resolved this issue.

Difficulties with the Uconnect app: I had problems changing my password through the Uconnect app. Having forgotten the answer to the secret question, I contacted the agency to reset my password, but after two days of waiting, I still have no solution.

Due to these numerous malfunctions and the poor quality of service, I decided to close my account with Umnia Bank as quickly as possible. I do not recommend this bank due to its lack of organization and ineffective customer service.",1,2024-09-06T09:47:37.819405Z,negative,Ouverture de compte en agence
Umnia Bank,"Umnia Bank - Av. Mohamed VI, El Jadida","Av. Mohamed VI, El Jadida",One of the worst banks to deal with and procrastinate. I recommend avoiding it.,1,2022-08-18T21:34:08.793908Z,negative,Service client négatif
Umnia Bank,"Umnia Bank - Av. Mohamed VI, El Jadida","Av. Mohamed VI, El Jadida",Very friendly advice and excellent service.,5,2024-04-25T14:11:40.802002Z,positive,Service client négatif
Bank Of,"Bank Of - 26 Rue Jules Verne, El Jadida","26 Rue Jules Verne, El Jadida",I've been trying to withdraw from my account for three days but the system doesn't work throughout Morocco.,1,2023-09-26T10:31:17.905134Z,neutral,Ouverture de compte en agence
Bank Of,"Bank Of - 26 Rue Jules Verne, El Jadida","26 Rue Jules Verne, El Jadida","No services, no treatment, no. The biggest insult. Because of their reasons
I will change the bank to another bank. I will withdraw my money. Shafara",1,2023-02-14T11:07:22.488869Z,negative,Opérations bancaires et accès aux services
Bank Of,"Bank Of - 26 Rue Jules Verne, El Jadida","26 Rue Jules Verne, El Jadida","Bank branch located next to the bus station, officials respect customers and there is incomparable fluidity of service.",5,2022-05-26T12:20:03.940802Z,positive,Service client négatif
Bank Of,"Bank Of - 26 Rue Jules Verne, El Jadida","26 Rue Jules Verne, El Jadida",neutral,3,2022-11-30T05:58:50.591079Z,neutral,Temps d'attente et expérience générale
Bank Of,"Bank Of - 26 Rue Jules Verne, El Jadida","26 Rue Jules Verne, El Jadida",bad,1,2020-04-08T14:29:17.257958Z,negative,Service client négatif
القرض الفلاحي,"القرض الفلاحي - N1, الطريق الوطنية رقم 1، El Jadida","N1, الطريق الوطنية رقم 1، El Jadida",It is an agency of Crédit Agricole,4,2020-10-27T06:46:13.754965Z,neutral,Ouverture de compte en agence
القرض الفلاحي,"القرض الفلاحي - N1, الطريق الوطنية رقم 1، El Jadida","N1, الطريق الوطنية رقم 1، El Jadida",good,5,2022-08-23T19:15:12.310478Z,positive,Avis positifs et satisfaction client
Société Générale,"Société Générale - 24000, El Jadida","24000, El Jadida","Competent staff, service that meets my expectations, I am very satisfied, thank you",5,2024-04-26T21:47:40.375037Z,positive,Service client négatif
Crédit Du,Crédit Du - n° 777,n° 777,"Bad behavior of the agent.  Lack of respect
Unprofessional behavior",1,2020-11-26T15:17:17.033373Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 7 Avenue Ligue Arabe, El Jadida","7 Avenue Ligue Arabe, El Jadida",bad,1,2025-01-07T17:50:55.968133Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - 7F2W+XXF, R301, El Jadida","7F2W+XXF, R301, El Jadida","Very bad service, I went in to change money, an very arrogant  employer told me he couldn't tell me the exchange rate because it was displayed at the entrance, after changing the money with the rate displayed at the entrance, the same employee applied a different rate from the one displayed telling me that the one at the entrance was not updated, legalized scam, be very careful before you change your money in there, I changed again at the post office in front of them because they are more correct and transparent. It was 19/05/023",1,2023-05-26T11:54:13.537501Z,negative,Problèmes de communication (appels non répondus)
Attijariwafa Bank,"Attijariwafa Bank - 7F2W+XXF, R301, El Jadida","7F2W+XXF, R301, El Jadida","Agency in the city center, young and dynamic staff 👍",5,2024-03-07T14:15:03.204688Z,positive,Opérations bancaires et accès aux services
Attijariwafa Bank,"Attijariwafa Bank - 7F2W+XXF, R301, El Jadida","7F2W+XXF, R301, El Jadida",Poor service,1,2021-08-02T08:26:00.210391Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - 7F2W+XXF, R301, El Jadida","7F2W+XXF, R301, El Jadida",bad,1,2024-04-24T13:04:16.710504Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - 7F2W+XXF, R301, El Jadida","7F2W+XXF, R301, El Jadida",bad,1,2024-03-07T14:34:28.122606Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - 6FF9+GHX, El Jadida","6FF9+GHX, El Jadida",good,4,2024-11-25T09:41:49.885120Z,positive,Avis positifs et satisfaction client
Attijariwafa Bank,"Attijariwafa Bank - 6FF9+GHX, El Jadida","6FF9+GHX, El Jadida",good,5,2017-07-06T12:28:46.100Z,positive,Avis positifs et satisfaction client
Crédit Agricole,"Crédit Agricole - 6FPG+QCV, El Jadida","6FPG+QCV, El Jadida",It is a bank branch of Crédit Agricole.,4,2020-10-19T14:43:46.470190Z,neutral,Ouverture de compte en agence
Crédit Agricole,"Crédit Agricole - 6FPG+QCV, El Jadida","6FPG+QCV, El Jadida",good,4,2024-04-16T14:52:22.596343Z,positive,Avis positifs et satisfaction client
Crédit Agricole,"Crédit Agricole - 6FPG+QCV, El Jadida","6FPG+QCV, El Jadida",good,5,2021-04-02T03:15:51.760096Z,positive,Avis positifs et satisfaction client
Société Générale,"Société Générale - 6FRF+65M, El Jadida","6FRF+65M, El Jadida","Bank branch to avoid, incompetent staff.
Advisor who opens a bank account, without having all the necessary documents, work in reverse. Everything is said in small quantities and orally. No documents given to the client following the opening of an account.
Changing jobs is better...",1,2025-01-19T16:37:36.594894Z,negative,Ouverture de compte en agence
Société Générale,"Société Générale - 6FRF+65M, El Jadida","6FRF+65M, El Jadida","Poor service, incompetent staff especially reception people, no politeness or diplomacy with customers",1,2024-07-21T17:04:55.926702Z,negative,Service client négatif
Société Générale,"Société Générale - 6FRF+65M, El Jadida","6FRF+65M, El Jadida","Poor service, incompetent staff, especially reception people, without politeness or diplomacy with customers.",1,2024-04-26T21:43:52.304577Z,negative,Service client négatif
Société Générale,"Société Générale - 6FRF+65M, El Jadida","6FRF+65M, El Jadida","A failed experiment by all standards, and I also announce my opinion to friends and relatives",1,2022-12-23T11:56:54.793558Z,neutral,Problèmes de communication (appels non répondus)
Société Générale,"Société Générale - 6FRF+65M, El Jadida","6FRF+65M, El Jadida",Bad staff,1,2024-07-21T17:02:49.533797Z,negative,Service client négatif
Bank Of,"Bank Of - 6FQ9+27R, R301, El Jadida","6FQ9+27R, R301, El Jadida","BMCE OF AFRICA AL BOUSTANE EL JADIDA.
Reception counter today March 20 at 1:20 p.m....
A young woman at the counter...neither hello, nor goodbye, nor thank you..
Chronically unfit for customer contact...unpleasant, making you want to do...
Unacceptable for this agency, I was already a customer when it opened around ten years ago, I closed my account after 6 months..
At the time there were already incompetent and soft people...
To flee this bad agency, see leak and mold on the ceiling..
And fire the unpleasant woman from the counter...l assigned to the 3rd S/ground far from the customers.",1,2024-03-20T15:01:48.500872Z,negative,Service client négatif
Bank Of,"Bank Of - 6FQ9+27R, R301, El Jadida","6FQ9+27R, R301, El Jadida","So poor service
Counters almost always do not work... 2 counters that break down at the same time... without maintenance and without repair despite customer complaints",1,2024-08-25T05:34:09.307400Z,negative,Service client négatif
Bank Of,"Bank Of - 6FQ9+27R, R301, El Jadida","6FQ9+27R, R301, El Jadida","To the Director of the Agency

Many thanks for your professionalism. Thank you for unblocking my application. A customer from Brussels.",5,2023-08-08T20:11:38.428883Z,positive,Service client négatif
Bank Of,"Bank Of - 6FQ9+27R, R301, El Jadida","6FQ9+27R, R301, El Jadida","Be careful not to open your account in this agency, and they do not have enough molds installed, not minus 88 dirhams per month, and all of this after the respected and courteous lady, Miss Majidi Laila, left this agency and one came with a drive.",1,2021-02-20T10:25:00.468022Z,positive,Ouverture de compte en agence
Bank Of,"Bank Of - 6FQ9+27R, R301, El Jadida","6FQ9+27R, R301, El Jadida",It's okay,2,2023-03-29T23:43:49.601864Z,positive,Service client négatif
Banque Populaire,"Banque Populaire - 7F3J+CJX, Av. Abderrahmane Doukkali, El Jadida","7F3J+CJX, Av. Abderrahmane Doukkali, El Jadida",I want to know why no one is answering the phone !!,1,2023-09-29T14:53:09.942832Z,negative,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - 7F3J+CJX, Av. Abderrahmane Doukkali, El Jadida","7F3J+CJX, Av. Abderrahmane Doukkali, El Jadida",Service 0,1,2023-08-23T08:03:51.928513Z,neutral,Service client négatif
Banque Populaire,"Banque Populaire - 7F3J+CJX, Av. Abderrahmane Doukkali, El Jadida","7F3J+CJX, Av. Abderrahmane Doukkali, El Jadida",Service 0,1,2023-05-08T11:35:49.196694Z,neutral,Service client négatif
Banque Populaire,"Banque Populaire - 7F3J+CJX, Av. Abderrahmane Doukkali, El Jadida","7F3J+CJX, Av. Abderrahmane Doukkali, El Jadida",Hours of waiting for nothing,1,2024-11-05T12:30:37.180366Z,neutral,Service client négatif
Banque Populaire,"Banque Populaire - 7F3J+CJX, Av. Abderrahmane Doukkali, El Jadida","7F3J+CJX, Av. Abderrahmane Doukkali, El Jadida","One or more on it
No treatment no service
The biggest bank I've ever bought in my life
Its own is blocked",1,2023-08-03T22:30:41.241243Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 6GM4+CM5, El Jadida","6GM4+CM5, El Jadida",Excellent service client,1,2023-10-11T10:28:42.509337Z,positive,Service client négatif
Banque Populaire,"Banque Populaire - 6GM4+CM5, El Jadida","6GM4+CM5, El Jadida",Great 👍,5,2023-09-18T20:57:00.776665Z,positive,Temps d'attente et expérience générale
Banque Populaire,"Banque Populaire - 6GM4+CM5, El Jadida","6GM4+CM5, El Jadida",Awesome,5,2023-06-26T18:07:58.900349Z,positive,Ouverture de compte en agence
Banque Populaire,"Banque Populaire - 6GM4+CM5, El Jadida","6GM4+CM5, El Jadida",Bad service,1,2022-08-12T11:49:53.565462Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - 6GM4+CM5, El Jadida","6GM4+CM5, El Jadida",good,5,2024-12-19T10:21:17.073699Z,positive,Avis positifs et satisfaction client
Sgmb Ibnou,"Sgmb Ibnou - 6FMX+3J4, Av. Ben Badis, El Jadida","6FMX+3J4, Av. Ben Badis, El Jadida",I have been a customer for 30 years. I am very satisfied with the quality of services.,5,2023-09-14T07:06:42.286220Z,positive,Service client négatif
Sgmb Ibnou,"Sgmb Ibnou - 6FMX+3J4, Av. Ben Badis, El Jadida","6FMX+3J4, Av. Ben Badis, El Jadida",All your addresses are wrong...👎,1,2020-03-02T12:10:10.318147Z,neutral,Problèmes de communication (appels non répondus)
Sgmb Ibnou,"Sgmb Ibnou - 6FMX+3J4, Av. Ben Badis, El Jadida","6FMX+3J4, Av. Ben Badis, El Jadida",good,5,2024-10-25T17:50:50.180640Z,positive,Avis positifs et satisfaction client
Sgmb Ibnou,"Sgmb Ibnou - 6FMX+3J4, Av. Ben Badis, El Jadida","6FMX+3J4, Av. Ben Badis, El Jadida",neutral,3,2018-03-10T22:45:58.157Z,neutral,Temps d'attente et expérience générale
Sgmb Ibnou,"Sgmb Ibnou - 6FMX+3J4, Av. Ben Badis, El Jadida","6FMX+3J4, Av. Ben Badis, El Jadida",neutral,3,2016-05-13T01:49:39.233Z,neutral,Temps d'attente et expérience générale
CIH Bank,"CIH Bank - Av. Moulay Rachid Residence Ocean, Route Sidi Bouzid, El Jadida","Av. Moulay Rachid Residence Ocean, Route Sidi Bouzid, El Jadida","code 30 recognized in the whole of the world it's completely free  and the boss there telling you tha you need to pre pay 200 MAD , why the hell i should ? he said that it's impossible to complete open your acount exept if you pre paid , i don't know about the CIH agencies but this one is freaking crazy .",1,2023-09-26T09:54:24.969465Z,negative,Ouverture de compte en agence
CIH Bank,"CIH Bank - Av. Moulay Rachid Residence Ocean, Route Sidi Bouzid, El Jadida","Av. Moulay Rachid Residence Ocean, Route Sidi Bouzid, El Jadida","A bank that deals with citizens with a lack of politeness and respect, and the service is heavy, and it treats you as slaves and not as someone who puts your money with them, and it does not respect anyone.",1,2024-01-03T15:36:33.853554Z,positive,Service client négatif
CIH Bank,"CIH Bank - Av. Moulay Rachid Residence Ocean, Route Sidi Bouzid, El Jadida","Av. Moulay Rachid Residence Ocean, Route Sidi Bouzid, El Jadida",Worst bank ever. Try Banklik app (No fee) by attijariwafabank it's better,1,2023-11-27T04:08:42.025666Z,negative,Opérations bancaires et accès aux services
CIH Bank,"CIH Bank - Av. Moulay Rachid Residence Ocean, Route Sidi Bouzid, El Jadida","Av. Moulay Rachid Residence Ocean, Route Sidi Bouzid, El Jadida",Very very very very bad service,1,2024-06-26T18:38:58.803840Z,negative,Service client négatif
CIH Bank,"CIH Bank - Av. Moulay Rachid Residence Ocean, Route Sidi Bouzid, El Jadida","Av. Moulay Rachid Residence Ocean, Route Sidi Bouzid, El Jadida",service zero,1,2025-02-19T12:01:18.805936Z,neutral,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - 6FGV+R6W, Av. Othmane Ibn Affane, El Jadida","6FGV+R6W, Av. Othmane Ibn Affane, El Jadida",Services not professional. At less put a machine for waiting list . You must wait on line . Some people just came and ask a question and go first. Plz fix you banking system with a scan code for waiting list if you cannot afford having machines. And educate your worker by having an online meeting to show them how to respect customers service specially the waiting and knowledge about how to use help center from your end. The last thing secure the money when you go up to bring more money. I hope this helps.,1,2025-01-30T10:13:26.574376Z,positive,Ouverture de compte en agence
Attijariwafa Bank,"Attijariwafa Bank - 6FGV+R6W, Av. Othmane Ibn Affane, El Jadida","6FGV+R6W, Av. Othmane Ibn Affane, El Jadida","the banker must know that he works in a private establishment, he must receive customers well and give the correct information. Why do you lie all the time.",1,2025-01-17T16:10:13.140630Z,positive,Temps d'attente et expérience générale
Attijariwafa Bank,"Attijariwafa Bank - 6FGV+R6W, Av. Othmane Ibn Affane, El Jadida","6FGV+R6W, Av. Othmane Ibn Affane, El Jadida","The master in charge of transfer operations, the largest source in the region, will come back to you. 0 seconds to give you guidance...to answer the question.
Note: Give Mr. Ali Clematisor.",1,2023-08-02T10:23:01.372608Z,neutral,Ouverture de compte en agence
Attijariwafa Bank,"Attijariwafa Bank - 6FGV+R6W, Av. Othmane Ibn Affane, El Jadida","6FGV+R6W, Av. Othmane Ibn Affane, El Jadida",Good handling,5,2024-03-20T11:49:55.660694Z,positive,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - 6FGV+R6W, Av. Othmane Ibn Affane, El Jadida","6FGV+R6W, Av. Othmane Ibn Affane, El Jadida",bad,1,2020-08-28T14:13:09.983648Z,negative,Service client négatif
Bank Assafa,"Bank Assafa - 6GW3+W2H, Av. Mohamed VI, El Jadida","6GW3+W2H, Av. Mohamed VI, El Jadida",good,5,2024-11-02T16:59:20.887281Z,positive,Avis positifs et satisfaction client
Attijariwafa Bank,"Attijariwafa Bank - 21 Av. Mohamed V, Asilah","21 Av. Mohamed V, Asilah",A responsible banking agency that respects its customers.  Friendliness Unparalleled kindness and service from all the staff and at their head the department manager Mr Said. I am proud to be among his clients.,5,2025-02-26T12:00:19.539746Z,positive,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - 21 Av. Mohamed V, Asilah","21 Av. Mohamed V, Asilah",bad treatment,1,2023-12-29T15:49:20.915947Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - 21 Av. Mohamed V, Asilah","21 Av. Mohamed V, Asilah",bad,1,2024-12-05T11:42:30.954424Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - 21 Av. Mohamed V, Asilah","21 Av. Mohamed V, Asilah",good,5,2024-03-03T00:56:51.570281Z,positive,Avis positifs et satisfaction client
Attijariwafa Bank,"Attijariwafa Bank - 21 Av. Mohamed V, Asilah","21 Av. Mohamed V, Asilah",good,5,2023-02-19T20:09:32.975882Z,positive,Avis positifs et satisfaction client
Attijariwafa Bank,"Attijariwafa Bank - FX67+X8R, Av. 16 Novembre, Asilah","FX67+X8R, Av. 16 Novembre, Asilah",Not helpful and quite hostile.  I used the cash machine and it swallowed my card.  Managed to get card back but bank won't give me the money issued which has been taken from my account not very professional,1,2022-09-05T09:44:15.972785Z,negative,Opérations bancaires et accès aux services
Attijariwafa Bank,"Attijariwafa Bank - FX67+X8R, Av. 16 Novembre, Asilah","FX67+X8R, Av. 16 Novembre, Asilah",The best director 🙏,5,2021-08-23T07:18:22.665763Z,positive,Avis positifs et satisfaction client
