bank_name,branch_name,location,review,rating,date,sentiment_label
Attijariwafa Bank,"Attijariwafa Bank - HXVC+P5C، avenu guemassa mhamid marrakech, Av. Errassif, Marrakech","HXVC+P5C، avenu guemassa mhamid marrakech, Av. Errassif, Marrakech","Always Long waiting Line, and only one staff member working the money transfers while two others have their own desk and doing nothing , never the less when the woman in the transfer money take her break for lunch we end up waiting for her or sometimes another woman takes on . If that's the case why not bring back 2 clerks as it was before? Opening another office for another staff member who doesnt handle transactions which are most service required in this bank is not only useless but also makes people hate this place , it used to be good when it had two clerks and one accounts manager and the bank manager !",1,2022-02-01T00:32:54.724491Z,negative
Attijariwafa Bank,"Attijariwafa Bank - HXVC+P5C، avenu guemassa mhamid marrakech, Av. Errassif, Marrakech","HXVC+P5C، avenu guemassa mhamid marrakech, Av. Errassif, Marrakech","All staff are great except someone name is amine ! He is pretty rude and irrogant ! He made a mistake that cost me time and when i pointed out that his mistake cost me time he didn't like it and wouldn't solve it !
The problem is i had a saving account and i asked him to open an account for me to deal with checks since i need them to order some cars for my business anyways i asked him to order check with the credit card and he did not order it and kept telling me the check didn't come for over a month and when i checked with the manager he said there is no order of a checks book and it's not possible to be ordered since in my new account personal info im considered as a student lol ! Talking about someone who needs new training lessons !",1,2018-11-07T01:26:17.060931791Z,negative
Attijariwafa Bank,"Attijariwafa Bank - HXVC+P5C، avenu guemassa mhamid marrakech, Av. Errassif, Marrakech","HXVC+P5C، avenu guemassa mhamid marrakech, Av. Errassif, Marrakech",Super untidy place  no customer  service no queue respect what kind of Bank you are !,1,2024-08-23T11:09:19.436568Z,positive
Attijariwafa Bank,"Attijariwafa Bank - HXVC+P5C، avenu guemassa mhamid marrakech, Av. Errassif, Marrakech","HXVC+P5C، avenu guemassa mhamid marrakech, Av. Errassif, Marrakech",So Bad,1,2023-07-17T08:53:24.665182Z,negative
Attijariwafa Bank,"Attijariwafa Bank - HXVC+P5C، avenu guemassa mhamid marrakech, Av. Errassif, Marrakech","HXVC+P5C، avenu guemassa mhamid marrakech, Av. Errassif, Marrakech",Ok.,5,2018-07-15T23:09:34.376Z,positive
BMCI,"BMCI - Rue Moulay Ismail, Marrakech","Rue Moulay Ismail, Marrakech","One hour to put money in, that a joke! I am going to change bank!! Just one person working.",1,2019-03-14T09:54:48.486246Z,positive
BMCI,"BMCI - Rue Moulay Ismail, Marrakech","Rue Moulay Ismail, Marrakech",35MAD ATM fee,1,2023-11-11T13:09:36.057377Z,neutral
BMCI,"BMCI - Rue Moulay Ismail, Marrakech","Rue Moulay Ismail, Marrakech",Machine is too often out of service,3,2016-11-27T16:32:05.466Z,neutral
BMCI,"BMCI - Rue Moulay Ismail, Marrakech","Rue Moulay Ismail, Marrakech",Out of service,1,2023-11-22T10:57:56.712231Z,neutral
BMCI,"BMCI - Rue Moulay Ismail, Marrakech","Rue Moulay Ismail, Marrakech",Bon service,4,2017-03-22T00:59:55.954Z,neutral
CIH Bank,"CIH Bank - MJVM+F7J, El Hajeb","MJVM+F7J, El Hajeb","Zero service, an unpleasant agency, no professionalism.",1,2025-03-08T00:16:06.479483Z,negative
CIH Bank,"CIH Bank - MJVM+F7J, El Hajeb","MJVM+F7J, El Hajeb","A real disaster the manager simply lied to me so that I could return to his bank.
To cash a check he did not have cash the same day even though I could have cashed my check elsewhere he assured me that he did not.
I came back on the indicated date to collect my cash the money was not there I had to wait again.
Really avoid even fleeing.",1,2022-08-24T09:21:53.698933Z,negative
CIH Bank,"CIH Bank - MJVM+F7J, El Hajeb","MJVM+F7J, El Hajeb","Zero one deal, the manager didn't deal",1,2023-08-04T16:44:10.664009Z,neutral
CIH Bank,"CIH Bank - MJVM+F7J, El Hajeb","MJVM+F7J, El Hajeb",They keep you entertained when you don't have a job,1,2021-12-16T09:26:27.751019Z,positive
CIH Bank,"CIH Bank - MJVM+F7J, El Hajeb","MJVM+F7J, El Hajeb",Don't answer the phone,1,2023-07-11T14:20:58.042889Z,neutral
Attijariwafa Bank,"Attijariwafa Bank - MJPH+8HM, El Hajeb","MJPH+8HM, El Hajeb","Very disappointed with the behaving of the director of the agency Achraf he is very arrogant ...
You should be wearing a suit to be respected by the staf there 🤦🏻‍♂️
The doorman is very polite, that s why I put that lonely star",1,2023-12-29T21:28:00.877526Z,negative
Attijariwafa Bank,"Attijariwafa Bank - MJPH+8HM, El Hajeb","MJPH+8HM, El Hajeb",Very disappointed with my experience and behavior within the agency,1,2022-03-24T23:54:05.352608Z,negative
Attijariwafa Bank,"Attijariwafa Bank - MJPH+8HM, El Hajeb","MJPH+8HM, El Hajeb",👍🏻,5,2022-10-25T13:12:42.239544Z,neutral
Attijariwafa Bank,"Attijariwafa Bank - MJPH+8HM, El Hajeb","MJPH+8HM, El Hajeb",good,5,2022-09-23T09:46:03.851002Z,positive
Attijariwafa Bank,"Attijariwafa Bank - MJPH+8HM, El Hajeb","MJPH+8HM, El Hajeb",bad,2,2021-09-23T08:44:02.650994Z,negative
BMCE Bank,"BMCE Bank - MJVM+WG7, R716, El Hajeb","MJVM+WG7, R716, El Hajeb",Good customer services,5,2020-03-18T12:59:51.308352Z,positive
BMCE Bank,"BMCE Bank - MJVM+WG7, R716, El Hajeb","MJVM+WG7, R716, El Hajeb",el hajeb agency is poorly organized and the service is mediocre I have been a customer of this cursed bank since 1975 given the nature of my work I have consulted several agencies I have not seen several cities I have never seen such low service as that of this cursed el hajebej agency,2,2019-03-21T21:07:16.668305Z,positive
BMCE Bank,"BMCE Bank - MJVM+WG7, R716, El Hajeb","MJVM+WG7, R716, El Hajeb",very satisfying,4,2017-07-25T12:00:08.260Z,positive
BMCE Bank,"BMCE Bank - MJVM+WG7, R716, El Hajeb","MJVM+WG7, R716, El Hajeb",Good,5,2017-06-27T11:44:27.477Z,positive
BMCE Bank,"BMCE Bank - MJVM+WG7, R716, El Hajeb","MJVM+WG7, R716, El Hajeb",bad,1,2020-10-02T13:35:04.683968Z,negative
Banque Populaire,"Banque Populaire - MJVM+748, El Hajeb","MJVM+748, El Hajeb",The customer service agent does not master his work. The waiting time is long.,2,2022-07-19T15:20:45.238534Z,neutral
Banque Populaire,"Banque Populaire - MJVM+748, El Hajeb","MJVM+748, El Hajeb",2nd agency in this city,4,2017-07-25T11:59:43.717Z,neutral
Banque Populaire,"Banque Populaire - MJVM+748, El Hajeb","MJVM+748, El Hajeb",bad,1,2020-06-05T10:03:34.180524Z,negative
Banque Populaire,"Banque Populaire - MJVM+748, El Hajeb","MJVM+748, El Hajeb",good,5,2018-12-08T11:37:03.761528004Z,positive
Banque Populaire,"Banque Populaire - Travaux Publics, N13, El-Hajeb","Travaux Publics, N13, El-Hajeb","Mr. Director of the Agency, a kind, decent, and educated human being. We do not need such people in various departments. Comment dated 09/02/2024",5,2024-09-02T22:54:21.240418Z,positive
Banque Populaire,"Banque Populaire - Travaux Publics, N13, El-Hajeb","Travaux Publics, N13, El-Hajeb","Bad service, unbecoming of a citizen",2,2024-06-28T20:48:40.863851Z,negative
Banque Populaire,"Banque Populaire - Travaux Publics, N13, El-Hajeb","Travaux Publics, N13, El-Hajeb","Many hours of waiting and lack of staff, 2 officials at the cashier is not enough, it is a lack of respect for customers.",1,2023-08-15T10:43:53.034712Z,negative
Banque Populaire,"Banque Populaire - Travaux Publics, N13, El-Hajeb","Travaux Publics, N13, El-Hajeb",Good location.,3,2017-03-17T05:46:48.163Z,positive
Banque Populaire,"Banque Populaire - Travaux Publics, N13, El-Hajeb","Travaux Publics, N13, El-Hajeb",agency on the road,4,2017-07-25T11:52:26.074Z,neutral
Wafacash,"Wafacash - MJRJ+Q58, R716, El Hajeb","MJRJ+Q58, R716, El Hajeb","Every time I go to extract money, there is no money 😏😡",1,2024-09-21T14:56:01.016380Z,negative
Wafacash,"Wafacash - MJRJ+Q58, R716, El Hajeb","MJRJ+Q58, R716, El Hajeb","Every time I go there to withdraw, they never have any money",1,2024-08-10T11:16:57.591669Z,neutral
Wafacash,"Wafacash - MJRJ+Q58, R716, El Hajeb","MJRJ+Q58, R716, El Hajeb",bad,1,2024-03-25T13:25:42.165217Z,negative
CréditAgricole,"CréditAgricole - MJMH+M7C, N13, El Hajeb","MJMH+M7C, N13, El Hajeb",Their dealings are good,4,2016-06-02T18:53:10.056Z,positive
CréditAgricole,"CréditAgricole - MJMH+M7C, N13, El Hajeb","MJMH+M7C, N13, El Hajeb",Agricultural loan to Morocco,4,2022-05-15T17:36:45.992823Z,neutral
CréditAgricole,"CréditAgricole - MJMH+M7C, N13, El Hajeb","MJMH+M7C, N13, El Hajeb",TOP TOP TOP,3,2016-01-30T17:01:57.335Z,positive
Cash Plus,"Cash Plus - av mohamed 5 n° 38 bis em hajeb, El-Hajeb","av mohamed 5 n° 38 bis em hajeb, El-Hajeb",good,5,2024-05-05T10:47:57.311442Z,positive
Cash Plus,"Cash Plus - av mohamed 5 n° 38 bis em hajeb, El-Hajeb","av mohamed 5 n° 38 bis em hajeb, El-Hajeb",good,4,2023-08-15T07:55:11.021065Z,positive
Cash Plus,Cash Plus - HAY TAKADOUM N 6 RUE 7,HAY TAKADOUM N 6 RUE 7,I am extremely disappointed with the service at Barid Cash Al Hajeb😢😢. The employee speaks aggressively to customers and the service is non-existent. The way he treats people is simply unacceptable and shameful. It's unfortunate to see such unpleasant people working in the only Barid Cash in town. We need to do training for him on how to speak with citizens.,1,2024-08-05T12:35:39.764327Z,negative
Cash Plus,Cash Plus - HAY TAKADOUM N 6 RUE 7,HAY TAKADOUM N 6 RUE 7,"Bad service, the employee doesn't treat me well, he's a guy who speaks in an unacceptable way, sorry for that type. You have to pay a visit to see what it does for people.",1,2024-08-05T12:41:14.850229Z,negative
Cash Plus,Cash Plus - HAY TAKADOUM N 6 RUE 7,HAY TAKADOUM N 6 RUE 7,It is good but there is always no network which leads to sending the money to Morocco for the parents they always go back to the agency for the network you have to pay for it please. And even for service these lousy,1,2021-04-02T11:13:16.715261Z,negative
Cash Plus,Cash Plus - HAY TAKADOUM N 6 RUE 7,HAY TAKADOUM N 6 RUE 7,Excellent service,5,2023-10-21T11:52:10.343734Z,positive
Cash Plus,Cash Plus - HAY TAKADOUM N 6 RUE 7,HAY TAKADOUM N 6 RUE 7,Responsible at the height 👍,5,2022-07-08T07:53:36.313845Z,positive
Poste Maroc,"Poste Maroc - MJMG+JWC, El Hajeb","MJMG+JWC, El Hajeb","The Postal Bank in Hajeb is the only one in the world that whenever you try to withdraw your money from the ATM machine, you find that it is broken, and when you ask the officials at the agency, they answer you: There is no connection.
But I am forced to withdraw money from another bank 15 meters away, and the banks are there and there is no problem, and this has become repeated almost every day.
I tried to withdraw money yesterday to no avail and it is still not working all day as well. I will try again tomorrow, Sunday. This happens to me in front of American friends visiting my family who have never experienced such negligence and randomness.
Moroccan officials receive their wages without compensation
Where are you, postal officials in Al Hajeb Province and the city of Al Hajeb in particular??????????????",1,2022-03-26T22:51:47.176964Z,negative
Poste Maroc,"Poste Maroc - MJMG+JWC, El Hajeb","MJMG+JWC, El Hajeb","I have never waited as long as I did to make a bank payment.
Schedule continues but yet they take lunch breaks without alternating between them, which creates a huge delay and ambiguity in our heads.

I hope the agency head will find solutions to this problem and take this comment seriously",1,2023-05-03T13:06:20.931393Z,positive
Poste Maroc,"Poste Maroc - MJMG+JWC, El Hajeb","MJMG+JWC, El Hajeb",Right in the center of the city,4,2024-05-01T00:02:34.523480Z,neutral
Poste Maroc,"Poste Maroc - MJMG+JWC, El Hajeb","MJMG+JWC, El Hajeb",Very slow service and bad behavior,1,2024-06-25T12:34:51.871338Z,negative
Poste Maroc,"Poste Maroc - MJMG+JWC, El Hajeb","MJMG+JWC, El Hajeb",Morocco Post,4,2016-06-02T18:52:48.827Z,neutral
Al Amana,"Al Amana Microfinance - MJVM+F92, Unnamed Road, El Hajeb","MJVM+F92, Unnamed Road, El Hajeb",Nice place,1,2022-10-23T20:34:32.330580Z,positive
Al Amana,"Al Amana Microfinance - MJVM+F92, Unnamed Road, El Hajeb","MJVM+F92, Unnamed Road, El Hajeb",good,5,2023-11-03T11:52:40.178522Z,positive
Al Amana,"Al Amana Microfinance - MJVM+F92, Unnamed Road, El Hajeb","MJVM+F92, Unnamed Road, El Hajeb",good,5,2020-12-15T12:53:12.954465Z,positive
Al Amana,"Al Amana Microfinance - MJVM+F92, Unnamed Road, El Hajeb","MJVM+F92, Unnamed Road, El Hajeb",good,5,2018-09-01T16:44:31.479961Z,positive
Cash Plus,"Cash Plus - N, 573 Av Mehdi Ben Toumerte, Guelmim","N, 573 Av Mehdi Ben Toumerte, Guelmim",good,5,2025-03-08T19:40:54.247991Z,positive
Cash Plus,"Cash Plus - N, 573 Av Mehdi Ben Toumerte, Guelmim","N, 573 Av Mehdi Ben Toumerte, Guelmim",good,5,2018-09-15T05:20:46.986769Z,positive
Cash Plus,"Cash Plus - N° 11 Avenue Ibnou Rochd, Guelmim","N° 11 Avenue Ibnou Rochd, Guelmim",Heart of politeness and lack of respect treated 0 👎👎👎👎,1,2024-08-22T15:49:39.100745Z,positive
Cash Plus,"Cash Plus - N° 11 Avenue Ibnou Rochd, Guelmim","N° 11 Avenue Ibnou Rochd, Guelmim",👍,3,2022-11-09T17:50:22.071998Z,neutral
Cash Plus,"Cash Plus - N° 11 Avenue Ibnou Rochd, Guelmim","N° 11 Avenue Ibnou Rochd, Guelmim",bad,1,2021-09-12T07:29:11.035657Z,negative
Cash Plus,Cash Plus - Nº 123 ALLAL BEN ABDELLAH,Nº 123 ALLAL BEN ABDELLAH,good,5,2024-12-08T15:19:11.112347Z,positive
Cash Plus,Cash Plus - Nº 123 ALLAL BEN ABDELLAH,Nº 123 ALLAL BEN ABDELLAH,good,5,2024-03-03T09:48:44.751243Z,positive
Banque Populaire,"Banque Populaire Ibn Batota - XWVW+35V, Guelmim","XWVW+35V, Guelmim",Chaibi banque,4,2023-12-11T18:33:20.184984Z,neutral
Chaabi Cash,"Chaabi Cash - XWMV+JGJ, Guelmim","XWMV+JGJ, Guelmim",bad,2,2022-12-08T13:18:13.282498Z,negative
Cash Plus,"Cash Plus - 100, Guelmim","100, Guelmim","Absence does not mean withdrawal, as our return will be harsh, as we are the type that does not calm down... until we take revenge",5,2023-05-07T15:30:42.016877Z,negative
Cash Plus,"Cash Plus - 100, Guelmim","100, Guelmim",Very Professional,5,2022-10-16T09:41:48.967024Z,neutral
Cash Plus,"Cash Plus - 100, Guelmim","100, Guelmim",bad,1,2022-08-29T21:35:07.418497Z,negative
Cash Plus,"Cash Plus - 100, Guelmim","100, Guelmim",neutral,3,2020-03-12T17:04:43.926332Z,neutral
مدار المسيرة,مدار المسيرة - Unnamed Road,Unnamed Road,Roundabout in Guelmim where you can eat and have a coffee.,5,2021-07-14T11:09:15.283264Z,neutral
مدار المسيرة,مدار المسيرة - Unnamed Road,Unnamed Road,good,5,2024-08-11T12:38:10.718609Z,positive
Attijariwafa Bank,"Attijariwafa Bank - 9RHG+VPM, Guelmim","9RHG+VPM, Guelmim",Attijariwafa Bank SIDI IFNI Attijariwafa Bank SIDI IFNI,3,2021-11-30T17:41:33.500915Z,neutral
Attijariwafa Bank,"Attijariwafa Bank - 9RHG+VPM, Guelmim","9RHG+VPM, Guelmim","I got cheated at the ATM I made a withdrawal of 2000 dh counting my notes I found 4 notes of 200 dh and 1 fe note 20 dh instead of 200 dh. They do this expressly because it's not the first time a bank that scams
Be careful with the Wafa bank distributor, their computer system is nullllllll",1,2018-08-21T01:24:01.611067Z,negative
Attijariwafa Bank,"Attijariwafa Bank - 9RHG+VPM, Guelmim","9RHG+VPM, Guelmim","Good people, socially helpful, nice and friendly, well done, keep it up excellent",5,2021-01-17T15:21:08.882067Z,positive
Attijariwafa Bank,"Attijariwafa Bank - 9RHG+VPM, Guelmim","9RHG+VPM, Guelmim",Good service,5,2023-12-23T18:53:56.260554Z,positive
Attijariwafa Bank,"Attijariwafa Bank - 9RHG+VPM, Guelmim","9RHG+VPM, Guelmim",Good service,4,2023-11-28T10:58:56.203511Z,positive
Banque Populaire,"Banque Populaire El Khatabi - 2, Avenue Moulay Rachid Casablanca, El Maarif","2, Avenue Moulay Rachid Casablanca, El Maarif",Competent staff,4,2017-12-27T13:57:27.753Z,positive
Banque Populaire,"Banque Populaire El Khatabi - 2, Avenue Moulay Rachid Casablanca, El Maarif","2, Avenue Moulay Rachid Casablanca, El Maarif",good,4,2019-03-24T17:28:56.669916Z,positive
Arab Bank,"Arab Bank Plc - 174 Bd Mohammed V, Casablanca","174 Bd Mohammed V, Casablanca",Excellent service and an internationally respected bank,1,2022-10-27T13:33:25.561458Z,positive
Arab Bank,"Arab Bank Plc - 174 Bd Mohammed V, Casablanca","174 Bd Mohammed V, Casablanca",good,5,2024-09-30T11:04:30.295240Z,positive
Arab Bank,"Arab Bank Plc - 174 Bd Mohammed V, Casablanca","174 Bd Mohammed V, Casablanca",good,5,2022-03-22T13:01:16.356034Z,positive
Arab Bank,"Arab Bank Plc - 174 Bd Mohammed V, Casablanca","174 Bd Mohammed V, Casablanca",good,5,2017-08-31T08:37:42.957Z,positive
Banque Populaire,"Banque Populaire Cité Djemaa - 364, avenue Docteur Moulasim Bouafi Quartier: Ben M'Sik","364, avenue Docteur Moulasim Bouafi Quartier: Ben M'Sik","please can someone answer the phone I am calling you now
just want to know are you  guys ok or we need  to call the  emergency  for you",1,2019-07-24T15:03:48.978673Z,positive
Banque Populaire,"Banque Populaire Cité Djemaa - 364, avenue Docteur Moulasim Bouafi Quartier: Ben M'Sik","364, avenue Docteur Moulasim Bouafi Quartier: Ben M'Sik",I went to withdraw money from the bank ATM there are 2 ATMs the right one doesn't work be careful it debits the money from your account and to make a claim since I live in France it's a bit of a hassle I don't understand because they don't put up a poster stipulating that the distributor doesn't work,1,2024-07-17T07:54:51.591705Z,negative
Banque Populaire,"Banque Populaire Cité Djemaa - 364, avenue Docteur Moulasim Bouafi Quartier: Ben M'Sik","364, avenue Docteur Moulasim Bouafi Quartier: Ben M'Sik","my father was forced to pay 450dh for insurance that he did not ask for, because of a typing error by an intern.
Response from the manager: “it’s already entered into the computer system from January 1st, we can’t do anything”
In short, fuck up, run away!!!!",1,2020-02-03T21:11:56.694289Z,negative
Banque Populaire,"Banque Populaire Cité Djemaa - 364, avenue Docteur Moulasim Bouafi Quartier: Ben M'Sik","364, avenue Docteur Moulasim Bouafi Quartier: Ben M'Sik","I just created an account 20 days ago, I have been trying to contact you by phone for a week in vain for an urgent request.
And the icing on the cake, they hang up on me without saying a word.
Bravooooo",1,2016-05-09T09:49:36.281Z,neutral
Banque Populaire,"Banque Populaire Cité Djemaa - 364, avenue Docteur Moulasim Bouafi Quartier: Ben M'Sik","364, avenue Docteur Moulasim Bouafi Quartier: Ben M'Sik","Good morning,
*On 01/13/2022 I went to the agency to close my account, the agent told me that the system is blocked.
*On 01/31/2020 I tried to close the account, the agent replied to me that the manager left for management, and the closing of accounts only takes place between the 5th & 26th.??? ????",1,2022-02-04T09:48:15.611654Z,positive
Banque Populaire,"Banque Populaire - H9QQ+286, Bd Lahcen Ou Ider, Casablanca","H9QQ+286, Bd Lahcen Ou Ider, Casablanca",First time in this beautiful country and I wasn’t nervous or thoughts of dishonesty.,5,2024-05-25T09:43:44.979515Z,positive
Banque Populaire,"Banque Populaire - H9QQ+286, Bd Lahcen Ou Ider, Casablanca","H9QQ+286, Bd Lahcen Ou Ider, Casablanca","Poor service, the cashier girl that in the left side acting like i owe her something and in the top of that she told me that there is a problem with the network that’s why she cant send me money lool … she lying cause i just get some cash from their ATM",1,2022-02-07T14:46:05.028881Z,negative
Banque Populaire,"Banque Populaire - H9QQ+286, Bd Lahcen Ou Ider, Casablanca","H9QQ+286, Bd Lahcen Ou Ider, Casablanca","Null service, no customer respect",1,2017-10-27T12:04:36.558Z,positive
Banque Populaire,"Banque Populaire - H9QQ+286, Bd Lahcen Ou Ider, Casablanca","H9QQ+286, Bd Lahcen Ou Ider, Casablanca",Disservice,1,2021-10-29T14:25:39.670058Z,neutral
Banque Populaire,"Banque Populaire - H9PW+W6G, Bd de la Résistance, Casablanca","H9PW+W6G, Bd de la Résistance, Casablanca",Bad service,1,2022-12-24T11:28:47.796226Z,negative
Banque Populaire,"Banque Populaire - H9PW+W6G, Bd de la Résistance, Casablanca","H9PW+W6G, Bd de la Résistance, Casablanca","Substandard services, no communication with the customer, no answering the phone",1,2024-11-19T09:58:41.613725Z,negative
Banque Populaire,"Banque Populaire - H9PW+W6G, Bd de la Résistance, Casablanca","H9PW+W6G, Bd de la Résistance, Casablanca","Change plate. “Sorry khoya there is no exchange in this bank”. Well why keep the plate!! Skeptical about the argument. In short, please note that there is no exchange rate in this agency unless...",1,2022-08-18T07:51:53.181944Z,negative
Banque Populaire,"Banque Populaire - H9PW+W6G, Bd de la Résistance, Casablanca","H9PW+W6G, Bd de la Résistance, Casablanca",The unsanitary treatment does not reach the level of the Banque Populaire on the part of users 😡😡,1,2024-05-28T14:07:35.184462Z,neutral
Banque Populaire,"Banque Populaire - H9PW+W6G, Bd de la Résistance, Casablanca","H9PW+W6G, Bd de la Résistance, Casablanca","Bad service
Don't even answer phone calls
I submitted my account transfer request to another agency 3 times but to no avail",1,2021-08-27T09:29:15.136149Z,negative
Siège C,"Siège C - BANK OF AFRICA - H9MG+WHX, Casablanca","H9MG+WHX, Casablanca","when we call you, and when we are told to press 1 to speak Arabic, but the receptionist answers us in French? think about changing the lessons you give to those who work in call centers, when you type 1 you must hear ""salam"" and not hello because I don't type 2, I called to activate a card to my father who doesn't speak French and who asked me to speak first before making the call to him, and the one who answered me when I told him I'm passing my father to you, he told me no we have a technical problem, why lie? he could have told me that it must be my father who speaks first but to invent such a stupid thing, you hire incompetent people",1,2021-01-19T18:41:13.129851Z,negative
Siège C,"Siège C - BANK OF AFRICA - H9MG+WHX, Casablanca","H9MG+WHX, Casablanca","Poor services and inappropriate treatment from some of the female employees serving customers. You find them busy talking to their friends or on the phone, and when you stand in front of her office, she is left standing and asks you about your needs without telling the customer, please sit down. This is an almost daily matter at the Royal Army Agency.
I asked one of the employees for a contrat le prix for me. He obtained an economic housing advance. She asked me to leave my national card number and phone number so that she would call me tomorrow to inform me that she was present or not available. She did not call.",2,2019-02-04T16:50:36.661230874Z,positive
Siège C,"Siège C - BANK OF AFRICA - H9MG+WHX, Casablanca","H9MG+WHX, Casablanca","A bank that invests in social issues, we are an association which, thanks to BMCE, can carry out humanitarian actions towards deprived populations, whether Moroccan or Foreign, and especially Sub-Saharan, living in Morocco. We are proof of the involvement of the entire team towards humanitarian work and especially of its founder. Thanks again",5,2017-04-17T09:20:14.828Z,positive
Siège C,"Siège C - BANK OF AFRICA - H9MG+WHX, Casablanca","H9MG+WHX, Casablanca","Null !!!! I do not recommend this bank, everyone is unreachable, even the head office!!!! . Lol, I've never seen a bank that sucks, I'm going to change banks, that's the solution.",1,2022-11-25T10:54:35.281686Z,positive
Siège C,"Siège C - BANK OF AFRICA - H9MG+WHX, Casablanca","H9MG+WHX, Casablanca",following the last incomprehensible reaction with me as a client in your agency for 15 years I register my dissatisfaction with your agency bmce meknes route agourai really unprofessional behavior which will cause you to lose many more clients and I am one of these clients who will change the agency as quickly as possible,1,2021-05-04T23:18:35.079080Z,negative
Banque Populaire,"Banque Populaire Moussa Bnou Noussair - 44 Rue Jean Jaures Casablanca, Sidi Belyout","44 Rue Jean Jaures Casablanca, Sidi Belyout","Amazing service. SARA went above and beyond to help us open an account and was professional, patient and super helpful. Thank you Sara. Job well done 👍🏿",5,2023-08-19T20:34:02.462698Z,positive
Banque Populaire,"Banque Populaire Moussa Bnou Noussair - 44 Rue Jean Jaures Casablanca, Sidi Belyout","44 Rue Jean Jaures Casablanca, Sidi Belyout","Great team, very friendly, helpful",5,2024-04-15T09:51:05.344907Z,positive
Banque Populaire,"Banque Populaire Moussa Bnou Noussair - 44 Rue Jean Jaures Casablanca, Sidi Belyout","44 Rue Jean Jaures Casablanca, Sidi Belyout","The service is not the best, especially the cashier who always gives me the impression that I am bothering her",2,2019-03-23T18:34:03.104200Z,negative
Banque Populaire,"Banque Populaire Moussa Bnou Noussair - 44 Rue Jean Jaures Casablanca, Sidi Belyout","44 Rue Jean Jaures Casablanca, Sidi Belyout","Great team, very helpful, reasonable prices.",5,2019-08-09T14:09:29.310814Z,positive
Banque Populaire,"Banque Populaire Moussa Bnou Noussair - 44 Rue Jean Jaures Casablanca, Sidi Belyout","44 Rue Jean Jaures Casablanca, Sidi Belyout",Warm welcome from the account manager and the agency manager,4,2018-08-21T21:28:24.527390Z,positive
Banque Populaire,"Banque Populaire Attawfiq - Sidi Maarouf, lotissement Etawfik Lot 16&18-casablanca","Sidi Maarouf, lotissement Etawfik Lot 16&18-casablanca","Worst BP ever, the staff are rude and not helpful at all. No viable information was given despite the emergency. A shame for a bank known for being close to her Clients",1,2022-05-25T12:25:45.262633Z,negative
Banque Populaire,"Banque Populaire Attawfiq - Sidi Maarouf, lotissement Etawfik Lot 16&18-casablanca","Sidi Maarouf, lotissement Etawfik Lot 16&18-casablanca",Nuuuull 👎🏻,1,2025-02-03T10:46:59.005278Z,neutral
Banque Populaire,"Banque Populaire Attawfiq - Sidi Maarouf, lotissement Etawfik Lot 16&18-casablanca","Sidi Maarouf, lotissement Etawfik Lot 16&18-casablanca","Great Bank. Clean, classy and a great staff.",4,2019-07-24T16:02:25.296888Z,positive
Banque Populaire,"Banque Populaire Attawfiq - Sidi Maarouf, lotissement Etawfik Lot 16&18-casablanca","Sidi Maarouf, lotissement Etawfik Lot 16&18-casablanca","Worst bank ever.
Unprofessional.",1,2020-09-17T06:21:31.456763Z,negative
Banque Populaire,"Banque Populaire Attawfiq - Sidi Maarouf, lotissement Etawfik Lot 16&18-casablanca","Sidi Maarouf, lotissement Etawfik Lot 16&18-casablanca","Really very very lousy service, doesn't answer the phone really no effort, you need to contact this agency again. I will be obliged to leave this bank.",1,2024-10-14T13:10:08.147339Z,negative
Crédit du,"Crédit du Maroc - H9QW+49P, Bd de la Résistance, Casablanca","H9QW+49P, Bd de la Résistance, Casablanca",Good people good work.. Top,5,2019-09-06T12:37:30.817201Z,positive
Crédit du,"Crédit du Maroc - H9QW+49P, Bd de la Résistance, Casablanca","H9QW+49P, Bd de la Résistance, Casablanca",Soooop sooooo slow as service it’s really shameful,1,2021-03-29T13:53:56.259653Z,negative
Crédit du,"Crédit du Maroc - H9QW+49P, Bd de la Résistance, Casablanca","H9QW+49P, Bd de la Résistance, Casablanca","5 stars for the cashiers who respect their work a lot, and they master the minimum 6 of customer reception.",5,2021-04-22T21:50:18.973468Z,positive
Crédit du,"Crédit du Maroc - H9QW+49P, Bd de la Résistance, Casablanca","H9QW+49P, Bd de la Résistance, Casablanca",I liked it a lot,4,2019-06-07T10:45:06.440474Z,positive
Crédit du,"Crédit du Maroc - H9QW+49P, Bd de la Résistance, Casablanca","H9QW+49P, Bd de la Résistance, Casablanca",no one answers the phone.,1,2023-03-23T15:23:12.112987Z,negative
Attijariwafa bank,"Attijariwafa bank Bd El Fida - HCC3+M87, Casablanca","HCC3+M87, Casablanca","It is a first time for me to hear this excuse beside ""the system is down, there is no cash, ...""
He literally said the printer is not working well ""it may or may not print your receipt, is it okey with you ?""
it is not the fault of the employe it is the fault of the company for letting something like this to happen",1,2021-06-19T18:00:17.898261Z,positive
Attijariwafa bank,"Attijariwafa bank Bd El Fida - HCC3+M87, Casablanca","HCC3+M87, Casablanca",service nullll,1,2024-03-13T13:38:32.138896Z,neutral
